Date,HSBA.L,ZION,SPY
2023-01-10,644.1056996844482,49.19814682006836,387.655029296875
2023-01-11,650.2411955444336,49.477684020996094,392.55804443359375
2023-01-12,667.5095452154541,49.593353271484375,393.98724365234375
2023-01-13,679.1778883422851,49.53551483154297,395.5157165527344
2023-01-16,683.0141684326172,49.53551483154297,395.5157165527344
2023-01-17,682.5729443005371,49.02464294433594,394.7911682128906
2023-01-18,685.3545008862304,46.518463134765625,388.5582275390625
2023-01-19,681.6819928741455,47.73299789428711,385.7295837402344
2023-01-20,690.3214609973145,49.62226867675781,392.91534423828125
2023-01-23,688.8375131835937,50.75004959106445,397.6297912597656
2023-01-24,689.3064201013184,49.90180206298828,397.2029724121094
2023-01-25,697.5937887872315,50.142784118652344,397.35186767578125
2023-01-26,704.3250394348144,50.316287994384766,401.71893310546875
