Date,HSBA.L,ZION,SPY
2022-09-02,,,
2022-09-05,0.003918015348646442,0.0,0.0
2022-09-06,-0.006033905207483814,-0.006904096028723994,-0.0037731662619140405
2022-09-07,-0.018355381140815696,0.030918438589070396,0.017964882224669187
2022-09-08,0.001653499922504409,0.033895183737833845,0.00653636152756043
2022-09-09,0.0065711379942112735,0.0070374279431149045,0.015535228766240694
2022-09-12,0.029005390354375216,-0.0008522204688640178,0.010747634749915358
2022-09-13,-0.027693101359629324,-0.02251782412935832,-0.04348251672359493
2022-09-14,-0.016179946472005713,0.011518313452034912,0.0038158817150046875
2022-09-15,0.01417889342676415,0.017425841153684507,-0.011353352148296691
2022-09-16,-0.004226475196503321,-0.021536423900203938,-0.0076288424561666845
2022-09-19,0.001252331701507181,0.011785096854555421,0.007754865587911164
2022-09-20,0.0036630122312948377,-0.011647826095870562,-0.011478511309736539
2022-09-21,-0.026311685438146104,-0.010398635208948348,-0.017443873336695503
2022-09-22,-0.020549186753024418,-0.02364269454259127,-0.008399765485914035
2022-09-23,-0.04545338362067142,-0.022062808035127723,-0.01675479724354434
2022-09-26,-0.036277395251321565,-0.018158493752815086,-0.00989280216225763
2022-09-27,-0.002143949922898125,-0.014384481568657903,-0.0025526212102930934
2022-09-28,-0.01114513502548109,0.009666491377003927,0.019676310316732115
2022-09-29,-0.012827906428182101,-0.02797076676792254,-0.02088896869647483
2022-09-30,0.004196652663232436,-0.01776741270244142,-0.015463504977120346
2022-10-03,0.0013178183166873136,0.02654340904243302,0.026401227466906985
2022-10-04,0.05872391081617456,0.044244394800111886,0.03098660567891165
2022-10-05,-0.03257258978392563,-0.0183418825748054,-0.0023282212549790016
2022-10-06,-0.01611901533101634,-0.020739860420741607,-0.010315786731713072
2022-10-07,-0.015708471456586937,-0.038923948754055915,-0.027893908246817922
2022-10-10,-0.012272213238434415,-0.008338274668085677,-0.007635370590102442
2022-10-11,-0.025130677528075962,-0.015415361205796563,-0.006332845056230774
2022-10-12,-0.0007639277982907089,-0.015046892345714102,-0.003298635335660771
2022-10-13,0.044066007209857316,0.043971957628726965,0.026391174134362316
2022-10-14,-0.014382489153112132,-0.008503010906102615,-0.022788693314499064
2022-10-17,0.043951784017220996,0.03470286454037663,0.025696985505569092
2022-10-18,-0.01502035777332067,0.0019274392896613257,0.011749487091479383
2022-10-19,0.00819465201641334,-0.053097228300857724,-0.007086342988588679
2022-10-20,-0.0008086022809203897,-0.04246241131440387,-0.008385387852269055
2022-10-21,0.016044350969455,0.014640237750533025,0.02430149916769264
2022-10-24,-0.0072600786072990475,0.040987066293142416,0.012236527362449179
2022-10-25,-0.05253152811380313,0.034752818725396484,0.01596842465193893
2022-10-26,0.016315931675644046,-0.02154908662111621,-0.007533997641834045
2022-10-27,0.008957677068483383,-0.0003968394072535464,-0.005340046630299855
2022-10-28,-0.013838423097679242,0.02302503123985078,0.023790687473316252
2022-10-31,-0.0009344431429675337,0.007760926672727875,-0.0072232960926502665
2022-11-01,0.026697579936752147,-0.006353517252366547,-0.004375860433790235
2022-11-02,-0.01221329809700844,-0.041077294586276625,-0.02509609847154204
2022-11-03,-0.006559583582351425,-0.027682250329121638,-0.010296949033216984
2022-11-04,0.07834002840179255,0.03408125445190313,0.014393153375830803
2022-11-07,-0.00988957384614575,0.0030145361950406624,0.009565628838302143
2022-11-08,0.001081618441322707,0.016028859349203284,0.005395317029039948
2022-11-09,-0.019807651056170328,-0.011729571931167304,-0.020602017636346615
2022-11-10,0.025680166593767595,0.08368537072377369,0.05495413044761577
2022-11-11,0.0022707334726221884,0.0282160828292779,0.009678522842148096
2022-11-14,0.014472726434763716,-0.0375519025733817,-0.008506789448725516
2022-11-15,0.008378414722811423,-0.0035641343750890675,0.008529039346389489
2022-11-16,-0.005057178169049492,-0.02334327503778888,-0.007628737463948654
2022-11-17,0.007833411943914959,-0.021588413802951734,-0.003059846307028047
2022-11-18,-0.0027496872228714997,-0.0015759872374192518,0.004540431543925472
2022-11-21,0.003974840352001907,0.0025651974007248057,-0.0036361285117432196
2022-11-22,0.012286166808519239,0.00885645650454614,0.013457111801813637
2022-11-23,0.01898841757710068,0.005072190586762337,0.006301471102802658
2022-11-24,0.005395283215913205,0.0,0.0
2022-11-25,0.0035942912032282948,0.004464335438295386,-0.0002236734128686635
2022-11-28,-0.018102357946109815,-0.02937206365205114,-0.015957071507589737
2022-11-29,0.044036926053670156,0.015926712869920534,-0.001717462078986598
2022-11-30,0.007415801872034056,0.015481131408958237,0.03150059534253402
2022-12-01,-0.007712908139678287,0.00328063984887228,-0.0007358573624757225
2022-12-02,0.004582085543727965,0.005000894797606348,-0.0011536567697094657
2022-12-05,-0.005073294282362362,-0.07330141775051946,-0.017989289382153273
2022-12-06,-0.00709456292064492,-0.02643538200269624,-0.01441485802939868
2022-12-07,-0.004083601508241275,-0.001909158605149841,-0.0017011991532436266
2022-12-08,0.005550112839204369,0.007013918743111747,0.007833980455903111
2022-12-09,0.003995571584758384,0.002321633093265607,-0.007470151666857383
2022-12-12,0.0008244587347954191,0.01916179630767445,0.0144171870211387
2022-12-13,0.015440980025538176,-0.0024793310041805183,0.007569923656580491
2022-12-14,0.0001440362989080235,-0.015327236407125189,-0.006393508330979292
2022-12-15,-0.02971551600584099,-0.013672722417221062,-0.024461733057337676
2022-12-16,-0.004348401948633951,-0.017487738175387846,-0.011806139293908502
2022-12-19,0.008106110860056859,-0.007162947191336144,-0.008479703873424227
2022-12-20,0.01718507707752881,0.008526469588907792,0.0013684497292349995
