-5.793517870173388838e-03,-6.311036389428532727e-03,-1.065146388004702821e-02,-3.870139502489362490e-03,-2.269914991178055216e-02
-5.279113859612776134e-03,-5.333945564734124574e-03,-8.122289524930369556e-03,-3.718971226015067508e-03,-2.254529186163220164e-02
-4.951771473323731548e-03,-5.229513947011103087e-03,-7.936798021817265125e-03,-3.716262739085081455e-03,-1.998678048001770874e-02
-4.711758735389214720e-03,-4.696366569110163071e-03,-7.827541362511450038e-03,-3.666329152890585898e-03,-1.901420040595573624e-02
-4.473331825986370108e-03,-4.581181375692361044e-03,-7.274329827090691460e-03,-3.657937451248285260e-03,-1.802293384328242098e-02
-4.270838084735544861e-03,-4.463666022960447594e-03,-6.872488920603167864e-03,-3.553828569665687213e-03,-1.788394113995538451e-02
-4.218403819120222081e-03,-4.328313426075092174e-03,-6.822033221536143513e-03,-3.479367639213042443e-03,-1.774274429348684026e-02
-4.126586640536571496e-03,-4.205676591896594443e-03,-6.282631183500143358e-03,-3.173262263870319302e-03,-1.735793671458404214e-02
-3.999586084895836308e-03,-4.139197224313458275e-03,-6.084192943847182254e-03,-3.110603144924679875e-03,-1.707392389621285866e-02
-3.935083369730996497e-03,-4.117271598239546047e-03,-5.944500798911691274e-03,-2.927707884434813460e-03,-1.706531059333530470e-02
-3.928515863938960781e-03,-4.068203438590276347e-03,-5.823405480048394513e-03,-2.891659771845437807e-03,-1.694027928777126074e-02
-3.900606881329468645e-03,-4.040884024078291240e-03,-5.798915859911573344e-03,-2.832595515812760811e-03,-1.648143267159319497e-02
-3.894675502405420871e-03,-4.024453835801359430e-03,-5.736700445803349056e-03,-2.710985905427194548e-03,-1.645329539715193259e-02
-3.884388138460914512e-03,-4.001658161436155194e-03,-5.699303935648519781e-03,-2.707476378911002294e-03,-1.644889425463911051e-02
-3.818366554614122978e-03,-3.834707648289530698e-03,-5.660856389317326341e-03,-2.679474636292302099e-03,-1.606046392718985666e-02
-3.557874422416880487e-03,-3.757349941067155297e-03,-5.632156406484865006e-03,-2.586051637005184513e-03,-1.515117474848892871e-02
-3.495599296916584043e-03,-3.734235843275673927e-03,-5.626857935477805328e-03,-2.544222325252252278e-03,-1.500304753284024961e-02
-3.494654205862152228e-03,-3.724082115995244312e-03,-5.499614530484479152e-03,-2.490238260901257716e-03,-1.452359805456845780e-02
-3.397816186725954694e-03,-3.580281913278300036e-03,-5.312523679425246517e-03,-2.322648908563728232e-03,-1.438421612221530213e-02
-3.349580692017658460e-03,-3.464891052435488134e-03,-5.247065316967847344e-03,-2.277644029482992112e-03,-1.400071376796194721e-02
-3.305478190449213840e-03,-3.459895241611466669e-03,-5.017978627254476853e-03,-2.223941349164336445e-03,-1.388751245432014864e-02
-3.257039790585923751e-03,-3.270806925453614150e-03,-4.972300703148038736e-03,-2.216174349458075767e-03,-1.365782754495356230e-02
-3.252319431091022731e-03,-3.190903251565232329e-03,-4.949407261840661418e-03,-2.178314636095892310e-03,-1.301395608012731984e-02
-3.096680542904750328e-03,-3.109488240785676216e-03,-4.746837651161389844e-03,-2.121996987017816562e-03,-1.285362931526014274e-02
-3.091146862906153561e-03,-2.923364303104449870e-03,-4.729569031082261205e-03,-2.119140460415056600e-03,-1.216046136964410787e-02
-2.893419120523699033e-03,-2.891512635865479356e-03,-4.549596830689417795e-03,-2.115932379862559432e-03,-1.080571650763547178e-02
-2.801869822122929430e-03,-2.676815982222397524e-03,-4.448898655521023489e-03,-2.083423533424790496e-03,-1.074576522096573616e-02
-2.637670044342222981e-03,-2.652051107077545503e-03,-4.201613645362251362e-03,-2.049392818203011127e-03,-1.072635830708110541e-02
-2.465617139877578513e-03,-2.553226987068041905e-03,-4.022958600843785405e-03,-2.035887252622604372e-03,-1.022200465248040632e-02
-2.452631054514460042e-03,-2.421957445837757961e-03,-3.876889989911086812e-03,-1.987620399506034863e-03,-9.648059203598770284e-03
-2.401018665207279440e-03,-2.236293628821927563e-03,-3.834603460287122449e-03,-1.942409147788935146e-03,-9.613254799434759607e-03
-2.321030330201643340e-03,-2.234144608569126056e-03,-3.798041346685027304e-03,-1.907443750681322428e-03,-9.594078249374476605e-03
-2.313505536891236319e-03,-2.233844861233005939e-03,-3.773416800064457750e-03,-1.890440287468038699e-03,-9.403437596825867106e-03
-2.311622345982575644e-03,-2.218349830132587772e-03,-3.570304491310510777e-03,-1.798906522544201124e-03,-9.266984833548789699e-03
-2.306619486441582531e-03,-2.171903962117633161e-03,-3.444949312934421966e-03,-1.751333160778796192e-03,-9.202269419616286930e-03
-2.213062176201205551e-03,-2.077169282832508519e-03,-3.364172572058223617e-03,-1.736240110763421227e-03,-9.049000102003445373e-03
-2.181373260543314693e-03,-2.069405232211960887e-03,-3.340741980293992185e-03,-1.718605500161885218e-03,-8.735411541977093630e-03
-2.052468266237371993e-03,-2.003726528564869335e-03,-3.285698487299826016e-03,-1.641959335294955556e-03,-8.537253485012701731e-03
-2.037355594210304034e-03,-2.002894548926590669e-03,-3.204618414411785927e-03,-1.617751561572070267e-03,-8.380962109265454804e-03
-1.987110375555491918e-03,-1.959685845628833956e-03,-3.078654943711494913e-03,-1.592884152916074257e-03,-8.217975935936608356e-03
-1.935398462986640195e-03,-1.957183804967414700e-03,-3.019916549012381223e-03,-1.525418996388617186e-03,-8.177223573632980483e-03
-1.935373482949163948e-03,-1.924081798815855055e-03,-3.003576781492995739e-03,-1.484368633623270838e-03,-8.086452810152583090e-03
-1.922502429533409036e-03,-1.896598113136359863e-03,-2.992694610506425098e-03,-1.481374059066443722e-03,-8.055836385008700515e-03
-1.890776343699990172e-03,-1.834740657778707439e-03,-2.984760554299443081e-03,-1.472618734668798644e-03,-8.043959763833308935e-03
-1.847203561414954625e-03,-1.795233771679473171e-03,-2.893800439301313400e-03,-1.460828094881406721e-03,-7.836270494054893565e-03
-1.821264170204656098e-03,-1.794130064863634763e-03,-2.893508633355809136e-03,-1.453219695656166087e-03,-7.700406930464063354e-03
-1.734865356459164201e-03,-1.787437097822018291e-03,-2.792302250547934375e-03,-1.415722208980473235e-03,-7.689495085349232206e-03
-1.729181012279992768e-03,-1.744531873141621408e-03,-2.759642715105206472e-03,-1.337128216047140609e-03,-7.568720887319143643e-03
-1.697599595639702214e-03,-1.719033039077640448e-03,-2.730997775603992254e-03,-1.312869719951637948e-03,-7.510481338103764878e-03
-1.665477166525208830e-03,-1.711004810472954935e-03,-2.721194254594667527e-03,-1.298648828599218655e-03,-7.434143217692934687e-03
-1.597448566114120869e-03,-1.627759961461629386e-03,-2.707861007446667623e-03,-1.230338600849224633e-03,-7.044118828584701106e-03
-1.541753886268499001e-03,-1.605250059093260139e-03,-2.676326853648533944e-03,-1.194754752288272170e-03,-6.814829284798729417e-03
-1.536628728152036232e-03,-1.587381261969258040e-03,-2.539848577633166491e-03,-1.180946092364660183e-03,-6.765624073611981558e-03
-1.437569459651624791e-03,-1.553474169707975755e-03,-2.521500764470780385e-03,-1.153571096503051363e-03,-6.696508362590643595e-03
-1.395465110599158551e-03,-1.549997155504546963e-03,-2.470153743830693326e-03,-1.122490046229260947e-03,-6.674052286701806155e-03
-1.376049711860655340e-03,-1.492808710660546885e-03,-2.216066839064474627e-03,-1.115683746883563369e-03,-6.502043080927716670e-03
-1.362940425324642244e-03,-1.462839730176382531e-03,-2.209309253437741725e-03,-1.102114950464558362e-03,-6.293541325087158300e-03
-1.324217157190653218e-03,-1.413887185628419493e-03,-2.195982225066248593e-03,-1.093009971257404836e-03,-6.198371344679887325e-03
-1.321824849229102060e-03,-1.386588480566652241e-03,-2.191892955232701071e-03,-1.092249721328657176e-03,-6.059376918145513609e-03
-1.317183559764772928e-03,-1.381009569799426058e-03,-2.159089294518055230e-03,-1.081558369487654273e-03,-5.610263937870656886e-03
-1.316134738652060144e-03,-1.311510041785190431e-03,-2.059578609146581109e-03,-9.836600067562454360e-04,-5.500796869364905223e-03
-1.308452219583561065e-03,-1.304949482886572434e-03,-1.966400850355804961e-03,-9.566103519473723865e-04,-5.357185585510969988e-03
-1.306704417575145580e-03,-1.291701476630590165e-03,-1.933181891150111565e-03,-9.189546285691669149e-04,-5.262141418135546714e-03
-1.274516259506256605e-03,-1.237184696215748361e-03,-1.884998445378723410e-03,-9.096725491656379187e-04,-5.168391978704403589e-03
-1.267346684879617352e-03,-1.234894350567318716e-03,-1.797329499420590457e-03,-9.017794595544050690e-04,-4.679473232021573795e-03
-1.241411403810790135e-03,-1.176243973605115359e-03,-1.776591010301659807e-03,-8.661651221774734457e-04,-4.506050808012720260e-03
-1.219453447383763182e-03,-1.168929028292877348e-03,-1.695025700583705592e-03,-8.520268784607369639e-04,-4.464264205561835688e-03
-1.166111554538721423e-03,-1.151176393719195983e-03,-1.634151357447263765e-03,-8.499440989592625976e-04,-4.387981478764534093e-03
-1.161195614899038220e-03,-1.090293526093439203e-03,-1.549183803614658092e-03,-8.406329225335405645e-04,-4.347955980565831359e-03
-9.376881134762304719e-04,-1.087526371459001913e-03,-1.512138173568867072e-03,-8.200615075167916887e-04,-4.254709781638973780e-03
-8.927641533987913831e-04,-1.074277884078081577e-03,-1.501181624819433475e-03,-8.172845504711680415e-04,-4.225451447933455812e-03
-8.891640653661359115e-04,-1.045767355456732588e-03,-1.483573596737960444e-03,-8.168288853450322243e-04,-4.134657945617721195e-03
-7.668987773683753071e-04,-9.779401646277344640e-04,-1.479930268243007411e-03,-8.132493031464669599e-04,-4.117408061112089700e-03
-7.477726520607995159e-04,-9.687044305180939670e-04,-1.445077020379719954e-03,-8.072942259668860034e-04,-4.054905352200602157e-03
-7.193242647347822998e-04,-9.658601590300325496e-04,-1.412406413100729570e-03,-7.694020326015030709e-04,-4.046579343151802781e-03
-6.877286393607813042e-04,-9.568122415762109938e-04,-1.401755796126213103e-03,-7.688837724685762369e-04,-3.857170958790824555e-03
-6.837726027966937710e-04,-9.133233978717113363e-04,-1.389260232266585323e-03,-7.188794340718694447e-04,-3.835815029363103760e-03
-6.675067534536066908e-04,-9.034432041687499165e-04,-1.345285253056102649e-03,-6.618080735667772937e-04,-3.537913178247700623e-03
-6.577429578793607965e-04,-8.564498215934669917e-04,-1.328115420474261033e-03,-6.438307606133756352e-04,-3.409598481505537494e-03
-6.303500290254312631e-04,-8.246777919180180378e-04,-1.278298578454323048e-03,-6.366795176537271960e-04,-3.367119993593130529e-03
-6.096940727060856527e-04,-8.234543755461096659e-04,-1.253941747514048010e-03,-6.307132849780561039e-04,-3.080305811854490514e-03
-6.045994622524963067e-04,-8.208051825782396085e-04,-1.237935224445212970e-03,-6.245734645870048380e-04,-2.958036219438063032e-03
-6.020514439543571492e-04,-8.191183755189700589e-04,-1.223370657278977222e-03,-6.160282550821267718e-04,-2.770925021064289239e-03
-5.790967661395660408e-04,-8.067426116147540091e-04,-1.204254542764544335e-03,-6.030447789538222973e-04,-2.741311605772408112e-03
-5.227438647002332836e-04,-7.904304655917777575e-04,-1.198129312479348637e-03,-5.492260895204190618e-04,-2.724313833779183625e-03
-5.139499458018507733e-04,-7.225776796255493776e-04,-1.182041243620273255e-03,-5.490479866189114507e-04,-2.559420667390569643e-03
-4.221187172426053413e-04,-7.060846061587866280e-04,-9.692964976280999930e-04,-5.479697038148470447e-04,-2.559144768121973321e-03
-4.030414172379656731e-04,-6.934960326982839022e-04,-9.539850132011730866e-04,-5.385205444337051641e-04,-2.511142623726539229e-03
-4.027842446145520278e-04,-5.619495848459072273e-04,-9.446841807235544994e-04,-5.241072643325094416e-04,-2.339760269914952125e-03
-3.978712227164904317e-04,-5.569567114368473119e-04,-8.941309057522015729e-04,-5.209460173830868278e-04,-2.321462577945192837e-03
-3.904563940070900465e-04,-5.450114057548038644e-04,-8.710133556809676603e-04,-5.178683160154021019e-04,-2.050054432442479334e-03
-3.894335725225839847e-04,-5.332791880507932545e-04,-8.638806079213761377e-04,-4.991283702928349646e-04,-2.036447150278157363e-03
-3.746185050508461529e-04,-4.952422042634176081e-04,-8.131633559762213668e-04,-4.910228383356027900e-04,-1.898316638361922286e-03
